topology,target,BC1,BC2,BC3,BC4,BC5,BC6,P2.csv0,P2.csv1,P2.csvmean,P2.csvstd,time,P1.csv0,P1.csv1,P1.csvmean,P1.csvstd,A2.csv0,A2.csv1,A2.csvmean,A2.csvstd,H2.csv0,H2.csv1,H2.csvmean,H2.csvstd,N_H2.csv0,N_H2.csv1,A1.csv0,A1.csv1,A1.csvmean,A1.csvstd,H1.csv0,H1.csv1,H1.csvmean,H1.csvstd,N_H1.csv0,N_H1.csv1
1,1,1,0,0,0,0,0,7.057098772222953,-2.6076400061871405,2.224729383017906,231.465404743184,0.0,52.506466255182396,22.593084585480828,37.549775420331585,2686.287282570412,0.00023013437938125,0.00017451168304375,0.00020232303121250003,0.0011875620257763711,0.0008679580688476563,-0.0014725677490234376,-0.0003023048400878906,0.08841280465341267,-6.3958740234375e-05,-7.163238525390625e-05,0.00016979711328124998,0.000147443093671875,0.00015862010347656247,0.005720984363709587,0.0014405792236328126,0.0008894912719726563,0.0011650352478027343,0.16416523287986667,0.0008265228271484375,0.0008535629272460938
1,1,1,0,0,0,0,0,-2.6076400061871405,59.961756685184206,28.677058339498533,242.92160946050015,2.0,22.593084585480828,-28.132584029804345,-2.769749722161767,2635.616879159242,0.00017451168304375,0.00022292437913125,0.00019871803108750002,0.001189289446579017,-0.0014725677490234376,-0.0004906204223632813,-0.0009815940856933594,0.07939922723291452,-7.163238525390625e-05,-6.224365234375e-05,0.000147443093671875,0.0001301669437734375,0.00013880501872265625,0.005876698556105313,0.0008894912719726563,0.0013454452514648438,0.00111746826171875,0.14956268688325847,0.0008535629272460938,0.0008027877807617187
1,1,1,0,0,0,0,0,59.961756685184206,52.47082030998236,56.216288497583285,227.33078960586812,5.0,-28.132584029804345,19.066235583310515,-4.533174223246911,2663.4629835417304,0.00022292437913125,0.000197031472475,0.00020997792580312503,0.0011814481699555521,-0.0004906204223632813,-0.0007000717163085937,-0.0005953460693359375,0.078676930485617,-6.224365234375e-05,-6.99554443359375e-05,0.0001301669437734375,0.00017147512506250002,0.00015082103441796873,0.0059416482342415766,0.0013454452514648438,0.0004730926513671875,0.0009092689514160156,0.14042632327844837,0.0008027877807617187,0.000870709228515625
1,1,1,0,0,0,0,0,52.47082030998236,-51.19753681248523,0.6366417487485578,222.43244695340758,7.0,19.066235583310515,43.05802286307394,31.062129223192226,2614.65876414282,0.000197031472475,0.000190513522546875,0.00019377249751093755,0.001225795919448427,-0.0007000717163085937,-0.0001694305419921875,-0.0004347511291503906,0.08012068938051302,-6.99554443359375e-05,-6.200408935546876e-05,0.00017147512506250002,0.00013329201022656251,0.00015238356764453125,0.005842718443352664,0.0004730926513671875,0.0014414047241210937,0.0009572486877441407,0.15256807518179324,0.000870709228515625,0.000796771240234375
1,1,1,0,0,0,0,0,-51.19753681248523,-1.0678765711442657,-26.13270669181476,167.8516368138035,10.0,43.05802286307394,108.62157596304898,75.83979941306147,2710.212563287256,0.000190513522546875,0.00019855401821874998,0.00019453377038281246,0.0012284568693683104,-0.0001694305419921875,0.00031233367919921876,7.145156860351562e-05,0.07419996187871944,-6.200408935546876e-05,-6.897125244140625e-05,0.00013329201022656251,0.00013096035242968752,0.00013212618132812498,0.005930325172990114,0.0014414047241210937,0.001494732666015625,0.0014680686950683593,0.15420909406761632,0.000796771240234375,0.0008770797729492187
1,1,1,0,0,0,0,0,-1.0678765711442657,70.61618092873631,34.77415217879603,194.1634807022634,12.0,108.62157596304898,-5.341388291565375,51.640093835741816,2817.5297831069875,0.00019855401821874998,0.000157526786559375,0.0001780404023890625,0.001192967208200644,0.00031233367919921876,0.00022958984375,0.0002709617614746094,0.07921877334682831,-6.897125244140625e-05,-6.4996337890625e-05,0.00013096035242968752,9.3828537921875e-05,0.00011239444517578124,0.005937286058948916,0.001494732666015625,0.0002455810546875,0.0008701568603515625,0.16584458269190272,0.0008770797729492187,0.0007784561157226562
1,1,1,0,0,0,0,0,70.61618092873631,-38.46327223697528,16.07645434588051,175.08157852450057,15.0,-5.341388291565375,77.00130754359806,35.829959626016354,2669.7295007679418,0.000157526786559375,0.00026384213629374997,0.00021068446142656253,0.0012048508557161322,0.00022958984375,0.0006906646728515625,0.00046012725830078127,0.09648705469662423,-6.4996337890625e-05,-6.6485595703125e-05,9.3828537921875e-05,0.0001329082912265625,0.00011336841457421876,0.005818376247027899,0.0002455810546875,0.003319256591796875,0.0017824188232421876,0.20823525483854585,0.0007784561157226562,0.0008790634155273438
1,1,1,0,0,0,0,0,-38.46327223697528,14.140074762648485,-12.161598737163395,194.29270854476673,17.0,77.00130754359806,-93.44736029623195,-8.22302637631694,2636.5492960843135,0.00026384213629374997,0.00018340410318125,0.0002236231197375,0.001186735048728203,0.0006906646728515625,-0.0010637054443359375,-0.0001865203857421875,0.09432405271743545,-6.6485595703125e-05,-6.8499755859375e-05,0.0001329082912265625,0.0001978018069375,0.00016535504908203125,0.005701450613306685,0.003319256591796875,-0.0023780014038085936,0.00047062759399414065,0.1994329113458263,0.0008790634155273438,0.0008030654907226562
1,1,1,0,0,0,0,0,14.140074762648485,13.927873852465094,14.033974307556786,254.22314605000236,20.0,-93.44736029623195,8.722252792910986,-42.362553751660485,2815.021391273731,0.00018340410318125,0.0002264383878375,0.00020492124550937498,0.00122163121889323,-0.0010637054443359375,-0.0009027252197265625,-0.00098321533203125,0.09114089123414242,-6.8499755859375e-05,-6.411285400390625e-05,0.0001978018069375,0.000144400285640625,0.0001711010462890625,0.005683797503299147,-0.0023780014038085936,0.0024580291748046877,4.0013885498046874e-05,0.1765324523365523,0.0008030654907226562,0.0008508621215820312
1,1,1,0,0,0,0,0,13.927873852465094,24.801109949176904,19.364491900821,199.89899917581013,22.0,8.722252792910986,90.94259905317936,49.83242592304517,2864.2061731270664,0.0002264383878375,0.0001707123895125,0.00019857538867500005,0.001217531397814543,-0.0009027252197265625,0.0015787063598632814,0.00033799057006835936,0.08888914075409264,-6.411285400390625e-05,-7.018585205078126e-05,0.000144400285640625,0.00017429569945312501,0.000159347992546875,0.005713847420154159,0.0024580291748046877,0.0027414505004882813,0.0025997398376464845,0.17276445942141103,0.0008508621215820312,0.0008039321899414063
1,1,1,0,0,0,0,0,24.801109949176904,9.003719505006204,16.902414727091546,134.87775860423602,25.0,90.94259905317936,33.3728913687093,62.157745210944334,2660.00940693611,0.0001707123895125,0.00019658850259999998,0.00018365044605624998,0.0011484233968463665,0.0015787063598632814,-0.0003032684326171875,0.0006377189636230469,0.08291492360692995,-7.018585205078126e-05,-6.6796875e-05,0.00017429569945312501,9.416676821875e-05,0.00013423123383593752,0.005684965003763959,0.0027414505004882813,0.0029036346435546874,0.0028225425720214844,0.16377984210064467,0.0008039321899414063,0.0008683990478515625
1,2,1,0,0,0,0,0,-55.350371512095656,-71.9141511955975,-63.63226135384658,92.08963188433546,0.0,-34.91190763804327,-0.5315346611134213,-17.72172114957834,4317.6915044661655,-0.00399574384223125,-0.0023348798959749997,-0.0031653118691031255,0.0029225796466233597,0.00015555419921875,0.00040899505615234373,0.0002822746276855469,0.05204830162601532,-6.3958740234375e-05,-7.163238525390625e-05,-0.001461715805390625,-0.00104521140184375,-0.0012534636036171875,0.005826279532535837,-5.74005126953125e-05,0.0016400680541992188,0.0007913337707519531,0.13456897158086384,0.0008265228271484375,0.0008535629272460938
1,2,1,0,0,0,0,0,-71.9141511955975,-10.606496953943562,-41.26032407477052,134.96709231711762,2.0,-0.5315346611134213,108.90141111394118,54.184938226413884,4236.11465122509,-0.0023348798959749997,-0.0016274180685625,-0.00198114898226875,0.0026412607639361963,0.00040899505615234373,-0.001070794677734375,-0.0003308998107910156,0.05617656298765545,-7.163238525390625e-05,-6.224365234375e-05,-0.00104521140184375,-0.0007518180519296876,-0.0008985147268867187,0.005948635367029277,0.0016400680541992188,0.0006036895751953125,0.0011218788146972656,0.15282178045055383,0.0008535629272460938,0.0008027877807617187
1,2,1,0,0,0,0,0,-10.606496953943562,-35.10238732089866,-22.854442137421106,136.2257776701779,5.0,108.90141111394118,52.383485806398504,80.64244846016983,4304.951230879458,-0.0016274180685625,-0.0013781381122875002,-0.001502778090425,0.0026468401969981323,-0.001070794677734375,0.00029754180908203126,-0.00038662643432617186,0.05264123244677911,-6.224365234375e-05,-6.99554443359375e-05,-0.0007518180519296876,-0.0005457426813203124,-0.0006487803666249998,0.006075777913620411,0.0006036895751953125,7.039031982421875e-05,0.0003370399475097656,0.1470506623034984,0.0008027877807617187,0.000870709228515625
1,2,1,0,0,0,0,0,-35.10238732089866,-28.516619446281705,-31.809503383590176,96.13469846023989,7.0,52.383485806398504,17.691173448561877,35.0373296274802,4359.285327469368,-0.0013781381122875002,-0.000914719603890625,-0.0011464288580890624,0.002614490237868617,0.00029754180908203126,-0.0004136520385742188,-5.805511474609375e-05,0.04327081295146437,-6.99554443359375e-05,-6.200408935546876e-05,-0.0005457426813203124,-0.000403085844234375,-0.0004744142627773437,0.005950433207718615,7.039031982421875e-05,0.0012973175048828125,0.0006838539123535157,0.11734717352416822,0.000870709228515625,0.000796771240234375
